,datadate,transaction_no,client_name,country,state,industry,credit_rating,product_category,start_date,end_date,currency,on_bs_amount_aud,off_bs_amount_aud,undrawn_amount_aud,watchlist_stage,department,anzsic_2006_division,anzsic_2006_subdivision,anzsic_2006_group,cpt_industry_classification,ho_industry_classification,product_type,loan_purpose,rating_category,credit_group,security_category,ppp_category,cre_category
792,2021-03-31,14-026-5984,Leffler Group,AU,TAS,Major Pharmaceuticals,04,Corporate Bond,2022-02-07,2025-01-17,PHP,23855754,9225724,46288837,Stage 1,PER,B,B05,B05d,B,D01,Corporate Bond05,External Refinance,AA above,L,Credit,,logistics
793,2021-03-31,12-253-0578,Schuster Group,HK,VIC,,06,Trade Finance,2020-05-12,2025-09-16,AMD,26768782,31809368,9602767,,SFD,A,A04,A04d,A,B01,Trade Finance01,General Purpose,No Rating,S,Pledge,,
794,2021-03-31,80-224-4822,"Langworth, Blick and Stiedemann",AU,NSW,Biotechnology: Biological Products (No Diagnostic Substances),08,Loan,2020-09-04,2025-01-19,KES,27209847,32278564,48301005,Stage 2,MEL,C,C03,C03a,C,A01,Loan03,Internal Refinance,AA above,L,Credit,ppp2,hotel
795,2021-03-31,57-772-4706,Ward LLC,NZ,TAS,Electrical Products,02,Trade Finance,2020-05-08,2025-08-22,ARS,39058875,22483812,28627211,,PER,C,C03,C03d,C,D01,Trade Finance02,External Refinance,No Rating,W,Credit,ppp3,logistics
796,2021-03-31,30-167-4949,Oberbrunner-Jakubowski,AU,ACT,Major Banks,21,Loan,2021-07-15,2025-04-18,BYR,2201534,25608739,21778677,Stage 1,SFD,A,A06,A06a,A,D01,Loan02,General Purpose,BB above,O,Credit,ppp1,hotel
797,2021-03-31,50-512-8642,"Mohr, Tillman and Stracke",AU,VIC,,10,Loan,2022-04-06,2025-06-24,CNY,107989,47051679,17570439,,PER,B,B02,B02d,B,D01,Loan06,General Purpose,AA above,M,Guarantee,ppp1,logistics
798,2021-03-31,91-006-4744,Kuhic Group,HK,TAS,Real Estate Investment Trusts,03,Loan,2022-07-22,2025-03-23,CNY,875322,18486862,24573499,Stage 1,PER,D,D05,D05b,D,E01,Loan03,Internal Refinance,No Rating,K,Mortgage,ppp2,residential
799,2021-03-31,68-575-0606,Schneider Inc,CN,QLD,Major Banks,11,Trade Finance,2021-08-05,2025-07-19,CNY,41864408,36436916,12756256,,TFD,B,B03,B03a,B,F01,Trade Finance05,General Purpose,No Rating,S,Guarantee,ppp4,residential
800,2021-04-30,05-042-0014,Boyer-Larson,GB,VIC,Metal Fabrications,10,Trade Finance,2023-11-01,2025-04-11,PHP,10689078,16006549,44143362,Stage 2,PER,D,D03,D03c,D,B01,Trade Finance01,Internal Refinance,AA above,B,Mortgage,ppp1,residential
801,2021-04-30,07-487-6953,Dach LLC,AU,QLD,Industrial Machinery/Components,09,Corporate Bond,2023-01-31,2025-01-05,EUR,6142833,38714818,5197971,Stage 1,SFD,F,F03,F03f,F,B01,Corporate Bond03,External Refinance,BB above,D,Guarantee,ppp3,office
802,2021-04-30,03-625-9546,Botsford-King,US,TAS,Major Pharmaceuticals,20,Loan,2022-12-29,2025-04-17,MXN,6880193,15608778,16561530,,TFD,F,F02,F02f,F,D01,Loan06,Internal Refinance,No Rating,B,Mortgage,ppp2,
803,2021-04-30,95-451-9111,Cole-Jerde,CN,NSW,EDP Services,11,Trade Finance,2023-10-29,2025-07-30,CNY,23241884,3741916,16153004,Stage 2,TFD,A,A03,A03c,A,F01,Trade Finance04,General Purpose,AA above,C,Pledge,ppp1,residential
804,2021-04-30,71-351-1632,Kuhlman LLC,HK,ACT,,08,Loan,2021-05-11,2025-11-08,AUD,42735596,18939969,5980735,,TFD,C,C03,C03e,C,A01,Loan06,Internal Refinance,BB above,K,Guarantee,,hotel
805,2021-04-30,33-231-8835,Beer and Sons,AU,NSW,,18,Trade Finance,2023-01-14,2025-11-19,KRW,15306448,14239249,19178142,,TFD,D,D04,D04c,D,F01,Trade Finance02,General Purpose,AA above,B,Mortgage,ppp2,office
806,2021-04-30,76-976-8014,Bernier and Sons,US,WA,EDP Services,10,Corporate Bond,2021-09-29,2024-12-05,PHP,22301937,13770833,26602647,Stage 2,TFD,D,D05,D05b,D,D01,Corporate Bond01,General Purpose,AA above,B,Guarantee,ppp2,logistics
807,2021-04-30,06-134-3141,Hessel LLC,NZ,QLD,Finance: Consumer Services,18,Trade Finance,2022-09-11,2025-10-09,NOK,20581274,35705569,30810690,Stage 1,TFD,B,B06,B06a,B,C01,Trade Finance06,External Refinance,AA above,H,Credit,ppp2,residential
808,2021-04-30,67-950-0226,Kovacek Group,AU,QLD,Computer peripheral equipment,14,Corporate Bond,2021-06-08,2025-11-15,RUB,12183857,38889020,12465335,,PER,B,B06,B06c,B,B01,Corporate Bond06,Internal Refinance,BB above,K,Pledge,ppp3,logistics
809,2021-04-30,71-807-3729,Leannon Group,GB,ACT,Professional Services,09,Loan,2020-07-14,2025-06-01,ARS,26652854,24744236,46494228,Stage 1,MEL,B,B02,B02d,B,D01,Loan06,Internal Refinance,BB above,L,Mortgage,ppp4,office
810,2021-04-30,62-433-8867,D'Amore-Ankunding,CN,NSW,Investment Managers,06,Corporate Bond,2022-11-30,2025-04-19,BRL,39782433,39560433,44925324,,PER,D,D04,D04a,D,D01,Corporate Bond02,External Refinance,No Rating,D,Guarantee,,logistics
811,2021-04-30,25-803-0987,Gerhold LLC,CN,ACT,Precious Metals,16,Loan,2021-04-22,2024-12-14,RSD,25066637,2332373,27263988,Stage 2,SFD,F,F02,F02d,F,D01,Loan03,External Refinance,AA above,G,Credit,ppp1,
812,2021-04-30,04-188-7395,Wuckert LLC,HK,NSW,Major Banks,17,Trade Finance,2019-12-07,2025-10-08,CNY,26525640,47586697,36638062,Stage 1,TFD,F,F01,F01b,F,D01,Trade Finance06,General Purpose,BB above,W,Pledge,ppp2,hotel
813,2021-04-30,31-898-9942,Kunde-Ruecker,CN,WA,Investment Managers,19,Corporate Bond,2020-12-04,2025-10-29,ARS,16070698,31380826,48329153,Stage 1,PER,E,E06,E06c,E,D01,Corporate Bond05,General Purpose,AA above,K,Mortgage,,hotel
814,2021-04-30,32-464-6999,Lindgren and Sons,GB,NSW,Apparel,11,Trade Finance,2023-02-11,2025-08-14,IDR,44477329,48945342,37976651,Stage 1,PER,F,F05,F05c,F,D01,Trade Finance05,External Refinance,AA above,L,Mortgage,ppp4,office
815,2021-04-30,48-785-8113,"Kassulke, Murphy and Sporer",CN,QLD,,20,Trade Finance,2021-10-19,2025-08-09,BRL,14674716,36989879,28244158,Stage 1,MEL,D,D02,D02d,D,C01,Trade Finance02,External Refinance,AA above,K,Credit,ppp2,office
816,2021-04-30,30-215-2443,Lockman and Sons,GB,QLD,Finance: Consumer Services,03,Loan,2022-05-31,2025-06-15,SEK,32060174,31592604,33444242,Stage 2,MEL,F,F01,F01e,F,A01,Loan01,Internal Refinance,BB above,L,Guarantee,,office
817,2021-04-30,91-540-6602,"Swaniawski, Paucek and Strosin",HK,QLD,Investment Managers,11,Trade Finance,2020-03-10,2025-06-23,CNY,23360816,29082385,8999032,,PER,C,C04,C04a,C,A01,Trade Finance06,External Refinance,BB above,S,Credit,ppp1,logistics
818,2021-04-30,70-226-0543,Heathcote-Lueilwitz,GB,WA,Medical/Dental Instruments,02,Corporate Bond,2022-10-12,2025-02-01,IDR,11375412,33016004,42895416,,SFD,A,A01,A01f,A,C01,Corporate Bond01,External Refinance,No Rating,H,Mortgage,ppp4,hotel
819,2021-04-30,89-218-4611,Baumbach LLC,HK,ACT,Computer Software: Prepackaged Software,13,Corporate Bond,2023-08-18,2025-04-01,CNY,868338,37930808,97312,Stage 1,CBD,E,E01,E01a,E,A01,Corporate Bond06,External Refinance,BB above,B,Pledge,ppp4,hotel
820,2021-04-30,96-876-7718,Vandervort and Sons,HK,VIC,Finance: Consumer Services,12,Loan,2021-08-07,2025-06-07,MXN,37850598,2662125,40584331,Stage 1,CBD,C,C01,C01d,C,B01,Loan03,Internal Refinance,BB above,V,Credit,ppp4,
821,2021-04-30,35-040-8502,"Gutmann, Russel and Schowalter",US,ACT,Coal Mining,21,Trade Finance,2021-03-05,2025-01-21,MXN,48026236,25395020,41981710,Stage 2,CBD,C,C05,C05e,C,F01,Trade Finance03,Internal Refinance,AA above,G,Guarantee,ppp1,
822,2021-04-30,79-404-4680,Simonis-Leffler,AU,VIC,Major Chemicals,03,Loan,2020-04-27,2025-04-18,EUR,22749716,3039335,39047620,,PER,F,F02,F02f,F,F01,Loan02,External Refinance,AA above,S,Pledge,ppp4,
823,2021-04-30,03-781-4432,"Balistreri, Hamill and Stokes",NZ,VIC,Radio And Television Broadcasting And Communications Equipment,20,Loan,2023-02-11,2025-10-07,RUB,7963135,20520147,19155931,Stage 1,TFD,E,E05,E05c,E,B01,Loan06,External Refinance,BB above,B,Guarantee,ppp4,office
824,2021-04-30,21-186-1208,Nikolaus-Auer,HK,QLD,Computer peripheral equipment,09,Loan,2022-05-16,2025-11-05,EUR,23390479,38449736,47219105,Stage 1,BNE,C,C02,C02c,C,F01,Loan06,General Purpose,AA above,N,Credit,ppp2,
825,2021-04-30,10-934-6861,"Thiel, Fadel and Lakin",GB,QLD,Major Banks,03,Corporate Bond,2022-01-23,2025-08-20,PHP,43170605,15932123,47455627,,BNE,F,F02,F02c,F,C01,Corporate Bond03,External Refinance,No Rating,T,Credit,ppp2,office
826,2021-04-30,56-792-8129,Fritsch Inc,NZ,ACT,Automotive Aftermarket,04,Trade Finance,2022-07-21,2024-12-30,MNT,47151764,16184898,2476776,Stage 1,PER,A,A05,A05d,A,F01,Trade Finance02,Internal Refinance,AA above,F,Mortgage,ppp4,logistics
827,2021-04-30,30-150-1208,"Sanford, Hagenes and Schultz",AU,NSW,,07,Trade Finance,2023-03-09,2025-02-27,BRL,40665619,39284697,4832730,Stage 1,SFD,B,B02,B02e,B,D01,Trade Finance04,Internal Refinance,AA above,S,Pledge,,logistics
828,2021-04-30,40-097-8505,"Casper, Hessel and Lehner",HK,VIC,,11,Loan,2021-01-20,2025-07-12,PHP,18804675,17252888,35097984,Stage 2,PER,A,A05,A05c,A,B01,Loan04,External Refinance,AA above,C,Mortgage,ppp1,office
829,2021-04-30,16-095-9264,Gottlieb LLC,NZ,TAS,Office Equipment/Supplies/Services,17,Trade Finance,2020-03-09,2025-04-04,BRL,30135209,14224398,7570804,,TFD,E,E03,E03a,E,D01,Trade Finance02,External Refinance,BB above,G,Guarantee,,hotel
830,2021-04-30,88-171-0687,"Williamson, Schiller and Johnston",US,VIC,Forest Products,21,Trade Finance,2023-03-22,2025-09-24,IDR,19622442,33879501,750213,,PER,E,E06,E06f,E,F01,Trade Finance05,General Purpose,BB above,W,Guarantee,ppp3,logistics
831,2021-04-30,91-708-6215,"Quigley, Nienow and Homenick",US,VIC,Real Estate,01,Loan,2022-03-05,2025-07-09,CNY,45009376,27154642,48667203,Stage 2,MEL,F,F05,F05e,F,D01,Loan01,External Refinance,No Rating,Q,Mortgage,ppp3,logistics
832,2021-04-30,98-641-0036,Jaskolski-Swift,AU,WA,Major Banks,11,Trade Finance,2023-03-23,2025-10-20,EUR,43726848,30928124,2064196,Stage 1,BNE,F,F02,F02f,F,D01,Trade Finance03,External Refinance,BB above,J,Pledge,ppp4,logistics
833,2021-04-30,49-613-8481,Marquardt-Lehner,AU,VIC,Semiconductors,03,Loan,2019-12-14,2025-01-16,BRL,35706121,40366900,43994843,Stage 2,TFD,B,B03,B03a,B,A01,Loan04,External Refinance,AA above,M,Pledge,ppp3,residential
834,2021-04-30,90-880-9175,Moen-Pouros,NZ,QLD,Electrical Products,20,Corporate Bond,2022-01-15,2025-09-14,VND,1587851,14109640,36601506,Stage 1,PER,F,F05,F05f,F,F01,Corporate Bond06,Internal Refinance,No Rating,M,Pledge,,
835,2021-04-30,13-139-8989,Bergnaum LLC,CN,TAS,Specialty Foods,07,Corporate Bond,2020-02-17,2025-11-19,UGX,13204768,37469627,8044288,,SFD,B,B04,B04f,B,D01,Corporate Bond04,General Purpose,No Rating,B,Mortgage,,residential
836,2021-04-30,04-340-7126,"Sanford, Hermiston and Skiles",HK,TAS,Containers/Packaging,15,Trade Finance,2019-12-19,2025-11-04,KGS,5699686,1318257,16686055,,CBD,E,E04,E04b,E,B01,Trade Finance02,Internal Refinance,BB above,S,Guarantee,ppp1,logistics
837,2021-04-30,72-838-2205,"Runolfsson, Greenfelder and White",NZ,NSW,Major Banks,19,Corporate Bond,2023-10-05,2025-05-30,HRK,11728263,40732000,3343441,Stage 2,CBD,C,C02,C02e,C,E01,Corporate Bond01,Internal Refinance,AA above,R,Guarantee,ppp4,hotel
838,2021-04-30,37-309-1141,Sawayn-Lehner,NZ,QLD,EDP Services,02,Corporate Bond,2021-04-14,2025-11-25,RUB,34963670,35749928,39101718,Stage 1,CBD,A,A03,A03d,A,E01,Corporate Bond04,External Refinance,AA above,S,Guarantee,ppp4,
839,2021-04-30,51-657-5966,Heathcote-Lemke,HK,ACT,,15,Corporate Bond,2020-01-09,2025-01-18,EUR,786928,30515388,32859840,,SFD,F,F01,F01e,F,F01,Corporate Bond02,External Refinance,AA above,H,Pledge,ppp3,hotel
840,2021-04-30,32-434-3796,Hamill Inc,US,TAS,Precious Metals,07,Trade Finance,2021-08-06,2025-02-22,CNY,41996128,45840240,43412542,Stage 1,CBD,E,E01,E01a,E,C01,Trade Finance04,Internal Refinance,AA above,H,Mortgage,ppp3,hotel
841,2021-04-30,47-739-7650,"DuBuque, Mosciski and Schmitt",AU,ACT,Investment Managers,10,Trade Finance,2021-10-16,2024-12-03,IDR,1820017,27038974,35602584,Stage 1,CBD,B,B02,B02c,B,B01,Trade Finance05,Internal Refinance,BB above,D,Mortgage,ppp2,
842,2021-04-30,16-692-9868,Corkery Group,US,QLD,Computer Software: Prepackaged Software,06,Loan,2020-02-24,2024-12-15,BRL,24081578,45817920,16807446,,PER,B,B03,B03e,B,C01,Loan01,General Purpose,AA above,C,Credit,ppp4,logistics
843,2021-04-30,25-051-8093,"Sanford, Beier and Wuckert",NZ,NSW,Computer Software: Prepackaged Software,02,Trade Finance,2021-04-09,2025-05-02,MNT,29403422,33059909,30876872,Stage 1,PER,B,B01,B01e,B,F01,Trade Finance06,External Refinance,AA above,S,Mortgage,ppp1,residential
844,2021-04-30,70-096-8547,Baumbach-Wintheiser,US,ACT,Major Pharmaceuticals,03,Loan,2021-09-05,2025-11-09,MYR,32996942,31214253,30203683,,CBD,F,F04,F04b,F,D01,Loan06,Internal Refinance,AA above,B,Guarantee,ppp2,
845,2021-04-30,82-735-6266,Wolff-Crist,CN,NSW,Metal Fabrications,07,Corporate Bond,2023-04-29,2025-03-06,EUR,11165778,23568754,22338523,Stage 2,MEL,A,A03,A03c,A,B01,Corporate Bond05,General Purpose,No Rating,W,Credit,ppp4,
846,2021-04-30,74-496-4770,"Roob, Turcotte and Wunsch",HK,VIC,Real Estate,05,Corporate Bond,2023-06-16,2025-06-28,UAH,47026051,45316887,24602382,Stage 2,BNE,B,B01,B01f,B,A01,Corporate Bond02,Internal Refinance,AA above,R,Guarantee,ppp3,logistics
847,2021-04-30,29-438-3775,Pagac and Sons,NZ,TAS,,14,Loan,2020-10-24,2025-08-13,IDR,38491113,16408129,4754566,Stage 1,PER,F,F02,F02b,F,C01,Loan06,External Refinance,BB above,P,Credit,,residential
848,2021-04-30,16-484-2463,Zboncak LLC,CN,WA,Industrial Machinery/Components,15,Trade Finance,2020-07-31,2025-01-23,BRL,18217655,11554180,15040964,Stage 2,PER,D,D01,D01d,D,A01,Trade Finance01,Internal Refinance,BB above,Z,Guarantee,ppp3,hotel
849,2021-04-30,97-815-2164,"Hudson, Barrows and Wisozk",HK,VIC,Meat/Poultry/Fish,21,Loan,2020-07-10,2025-05-14,PLN,45810238,25007010,21656634,,TFD,D,D06,D06d,D,A01,Loan04,External Refinance,AA above,H,Credit,ppp2,office
850,2021-05-31,99-197-9143,"Hettinger, Reichert and Braun",US,NSW,Biotechnology: In Vitro & In Vivo Diagnostic Substances,14,Loan,2020-11-09,2025-02-22,CNY,28013481,33334290,6217997,Stage 1,CBD,F,F04,F04b,F,A01,Loan05,General Purpose,No Rating,H,Guarantee,ppp4,residential
851,2021-05-31,17-912-3496,Wuckert-Ratke,GB,WA,Medical/Dental Instruments,19,Trade Finance,2023-04-22,2024-12-18,PHP,49723637,15322189,42912964,Stage 1,SFD,E,E03,E03e,E,A01,Trade Finance04,General Purpose,BB above,W,Pledge,ppp1,logistics
852,2021-05-31,19-218-9076,Monahan-Gutkowski,AU,NSW,Major Pharmaceuticals,17,Loan,2021-06-16,2024-12-28,CNY,3281479,37252827,44206342,Stage 1,PER,D,D05,D05c,D,E01,Loan03,External Refinance,BB above,M,Guarantee,ppp4,
853,2021-05-31,77-090-8187,"Kemmer, Hahn and Lakin",AU,ACT,Agricultural Chemicals,19,Loan,2022-06-05,2025-11-07,EUR,21730967,46186506,39055397,Stage 1,TFD,F,F02,F02c,F,B01,Loan02,Internal Refinance,BB above,K,Mortgage,ppp2,office
854,2021-05-31,51-362-3971,Koepp-Schumm,US,TAS,,17,Corporate Bond,2020-11-28,2025-05-17,IDR,43831864,18857977,28001305,Stage 2,SFD,D,D03,D03e,D,C01,Corporate Bond04,External Refinance,BB above,K,Pledge,ppp4,logistics
855,2021-05-31,10-201-0463,Gerhold-Christiansen,AU,NSW,,05,Trade Finance,2021-09-28,2025-04-13,VEF,45319097,15571890,47996871,Stage 1,SFD,D,D02,D02f,D,D01,Trade Finance03,Internal Refinance,No Rating,G,Credit,ppp1,
856,2021-05-31,59-054-1028,Sporer-Tromp,US,QLD,Business Services,18,Trade Finance,2022-05-29,2025-10-30,HUF,28374215,9199132,22331284,Stage 2,BNE,D,D03,D03f,D,E01,Trade Finance06,External Refinance,AA above,S,Credit,ppp4,
857,2021-05-31,81-845-2909,Morissette Inc,CN,NSW,Diversified Financial Services,20,Trade Finance,2022-09-15,2025-11-23,USD,17495898,14186445,13019346,Stage 2,BNE,C,C02,C02e,C,D01,Trade Finance04,Internal Refinance,AA above,M,Mortgage,ppp3,residential
858,2021-05-31,54-149-4861,Osinski LLC,NZ,NSW,,13,Corporate Bond,2020-10-08,2025-04-18,GNF,16212227,47236869,28175299,Stage 1,MEL,E,E05,E05e,E,F01,Corporate Bond03,External Refinance,BB above,O,Guarantee,ppp1,residential
859,2021-05-31,53-567-4487,"Wiegand, Feil and Larson",HK,QLD,Restaurants,13,Trade Finance,2022-06-01,2025-10-04,RUB,18130500,19329013,4714662,,BNE,E,E01,E01d,E,C01,Trade Finance01,External Refinance,BB above,W,Mortgage,ppp3,residential
860,2021-05-31,56-011-9238,Braun-Corkery,CN,WA,Finance/Investors Services,05,Corporate Bond,2023-06-29,2025-03-12,THB,27202252,47731319,43709924,,MEL,A,A06,A06e,A,E01,Corporate Bond02,External Refinance,BB above,B,Mortgage,ppp3,
861,2021-05-31,29-465-6221,Moore-Grady,CN,TAS,Semiconductors,05,Loan,2021-01-27,2025-09-09,BRL,4548481,25694481,45702311,Stage 2,MEL,E,E06,E06f,E,D01,Loan03,General Purpose,No Rating,M,Credit,,logistics
862,2021-05-31,24-178-8795,"Stracke, Vandervort and Rath",NZ,TAS,Major Chemicals,17,Trade Finance,2022-09-27,2025-11-22,DKK,29506514,31701353,43027980,Stage 2,CBD,B,B02,B02e,B,A01,Trade Finance02,General Purpose,AA above,S,Guarantee,ppp3,office
863,2021-05-31,98-258-3380,Dibbert-O'Keefe,NZ,VIC,Computer peripheral equipment,17,Loan,2021-03-25,2025-10-28,CNY,21948880,2393758,18609379,Stage 2,SFD,A,A04,A04c,A,E01,Loan03,Internal Refinance,AA above,D,Pledge,ppp1,
864,2021-05-31,14-617-1628,"Shields, Ernser and Welch",HK,WA,Major Pharmaceuticals,01,Trade Finance,2023-11-10,2025-06-24,EUR,32562803,24961219,29421641,Stage 2,MEL,D,D04,D04b,D,C01,Trade Finance01,General Purpose,No Rating,S,Mortgage,ppp3,residential
865,2021-05-31,75-446-7115,"Dibbert, Collier and Mitchell",AU,NSW,Major Banks,14,Loan,2022-05-29,2024-12-19,VND,13461820,6760865,42985641,,MEL,F,F06,F06b,F,C01,Loan06,Internal Refinance,BB above,D,Credit,,residential
866,2021-05-31,52-804-4570,Swaniawski LLC,CN,QLD,Industrial Machinery/Components,01,Corporate Bond,2019-12-06,2025-07-27,EUR,20692599,2246697,3535391,,BNE,B,B02,B02b,B,E01,Corporate Bond01,General Purpose,BB above,S,Credit,ppp1,office
867,2021-05-31,88-477-8575,"Klein, McLaughlin and Bayer",CN,VIC,Biotechnology: Electromedical & Electrotherapeutic Apparatus,11,Trade Finance,2021-10-24,2025-05-04,YER,23164089,38462362,16508602,Stage 1,TFD,E,E05,E05d,E,F01,Trade Finance05,External Refinance,No Rating,K,Pledge,ppp4,office
868,2021-05-31,47-319-0593,"Vandervort, Jaskolski and Ratke",NZ,QLD,Medical/Dental Instruments,19,Corporate Bond,2021-07-21,2025-06-12,MUR,39793504,45208278,16690301,Stage 1,TFD,F,F01,F01e,F,B01,Corporate Bond02,General Purpose,AA above,V,Credit,ppp3,residential
869,2021-05-31,00-882-1293,Moen-Nikolaus,GB,QLD,Finance: Consumer Services,11,Loan,2023-07-03,2025-02-01,CNY,46349911,14465708,14613976,,PER,D,D06,D06f,D,A01,Loan01,External Refinance,No Rating,M,Guarantee,ppp4,
870,2021-05-31,61-638-1241,"Lakin, Stracke and Beahan",US,QLD,Savings Institutions,04,Trade Finance,2023-06-03,2025-04-05,THB,26408284,10962713,34174373,Stage 2,TFD,C,C05,C05b,C,C01,Trade Finance04,Internal Refinance,AA above,L,Credit,ppp1,hotel
871,2021-05-31,50-919-3838,Dach-Nienow,NZ,WA,,17,Corporate Bond,2022-06-05,2024-12-20,RUB,41723532,18216166,33560156,Stage 2,SFD,E,E03,E03a,E,C01,Corporate Bond02,General Purpose,AA above,D,Mortgage,ppp2,logistics
872,2021-05-31,04-269-1573,Yundt-Beatty,GB,QLD,Home Furnishings,04,Loan,2023-01-20,2024-12-11,NOK,31423241,47952089,46663091,Stage 2,CBD,B,B01,B01f,B,A01,Loan06,Internal Refinance,BB above,Y,Credit,ppp1,logistics
873,2021-05-31,88-818-7815,Glover and Sons,CN,NSW,Steel/Iron Ore,05,Trade Finance,2022-09-16,2025-08-09,BRL,7409899,12062683,20861716,Stage 2,PER,F,F01,F01f,F,B01,Trade Finance01,Internal Refinance,BB above,G,Guarantee,,hotel
874,2021-05-31,43-228-1082,Effertz-Fritsch,AU,TAS,Water Supply,04,Trade Finance,2022-09-24,2024-12-10,MXN,18481959,42745065,38692455,,BNE,B,B05,B05e,B,A01,Trade Finance01,Internal Refinance,No Rating,E,Mortgage,ppp2,office
875,2021-05-31,52-106-1920,Deckow and Sons,HK,ACT,,08,Loan,2023-04-21,2025-01-02,PHP,18893065,7586242,16088649,,BNE,F,F06,F06f,F,E01,Loan06,External Refinance,No Rating,D,Guarantee,ppp4,residential
876,2021-05-31,34-294-1292,"Mitchell, Powlowski and Krajcik",AU,NSW,Industrial Machinery/Components,19,Trade Finance,2020-01-22,2025-09-18,CNY,32627871,12858949,31136508,Stage 2,CBD,F,F01,F01f,F,F01,Trade Finance06,Internal Refinance,BB above,M,Credit,ppp3,residential
877,2021-05-31,24-931-0378,Zemlak-Ebert,HK,NSW,Computer Software: Prepackaged Software,20,Trade Finance,2020-02-29,2024-12-13,LAK,5808679,38150765,45516367,Stage 2,PER,C,C04,C04e,C,B01,Trade Finance04,External Refinance,AA above,Z,Guarantee,,residential
878,2021-05-31,00-992-8605,"Keebler, Gleichner and Brakus",CN,TAS,,13,Loan,2020-04-25,2024-12-06,CZK,17270783,29851812,36117862,,MEL,E,E03,E03d,E,D01,Loan01,External Refinance,AA above,K,Mortgage,ppp2,
879,2021-05-31,15-060-0262,"Greenfelder, Moore and Hamill",US,WA,Major Pharmaceuticals,21,Loan,2023-11-02,2025-01-10,USD,16345732,14971462,4757171,Stage 1,PER,F,F05,F05e,F,A01,Loan05,External Refinance,No Rating,G,Credit,ppp1,residential
880,2021-05-31,41-723-7738,Strosin and Sons,NZ,VIC,Semiconductors,12,Trade Finance,2023-09-04,2025-02-08,RUB,27550761,10020168,38467544,Stage 1,MEL,A,A03,A03f,A,E01,Trade Finance02,External Refinance,No Rating,S,Credit,ppp3,office
881,2021-05-31,89-337-6332,Heathcote-Hintz,GB,ACT,Real Estate,05,Loan,2022-01-01,2025-02-09,CNY,47568893,34052961,37974382,,TFD,D,D03,D03a,D,D01,Loan01,General Purpose,BB above,H,Credit,ppp4,
882,2021-05-31,29-830-5867,Kohler Group,HK,QLD,Telecommunications Equipment,06,Trade Finance,2023-05-30,2024-12-31,RUB,12156737,35776851,6155669,Stage 1,PER,C,C03,C03f,C,E01,Trade Finance06,External Refinance,BB above,K,Guarantee,ppp1,logistics
883,2021-05-31,16-548-0052,"Zulauf, Murazik and Klocko",US,WA,Television Services,20,Corporate Bond,2021-04-06,2025-10-23,IDR,1189645,5063780,21022449,Stage 1,TFD,B,B01,B01d,B,C01,Corporate Bond05,Internal Refinance,AA above,Z,Credit,ppp3,
884,2021-05-31,05-930-7134,Rodriguez Inc,CN,VIC,,14,Corporate Bond,2020-04-21,2025-10-08,EUR,49927861,33047288,4027534,Stage 2,SFD,D,D04,D04e,D,B01,Corporate Bond01,External Refinance,AA above,R,Credit,ppp2,office
885,2021-05-31,51-779-1606,Nikolaus-Shields,CN,QLD,,03,Corporate Bond,2022-06-24,2025-10-26,ZAR,15158278,35514202,253706,,BNE,B,B03,B03b,B,E01,Corporate Bond01,General Purpose,BB above,N,Mortgage,ppp2,logistics
886,2021-05-31,72-665-9578,Jaskolski-Leannon,AU,WA,,14,Loan,2023-01-03,2025-07-18,CNY,22816705,47350724,37236772,,TFD,F,F04,F04d,F,E01,Loan06,General Purpose,No Rating,J,Credit,ppp2,hotel
887,2021-05-31,58-739-3786,"Shields, Conroy and Labadie",AU,VIC,,05,Loan,2021-03-25,2025-09-05,EUR,6083174,39352569,35464300,,CBD,F,F03,F03b,F,A01,Loan04,External Refinance,No Rating,S,Guarantee,ppp2,residential
888,2021-05-31,80-062-0688,"Daugherty, Harvey and Baumbach",GB,ACT,Major Pharmaceuticals,16,Corporate Bond,2021-05-16,2025-04-13,KRW,21508730,37015878,29230859,Stage 1,SFD,C,C01,C01a,C,E01,Corporate Bond02,External Refinance,BB above,D,Credit,ppp1,office
889,2021-05-31,67-922-1393,"Hodkiewicz, Yundt and Larkin",GB,QLD,Major Banks,11,Trade Finance,2023-12-01,2025-08-17,UAH,6897290,32619157,9556477,Stage 2,PER,A,A03,A03d,A,A01,Trade Finance04,General Purpose,AA above,H,Guarantee,ppp4,logistics
890,2021-05-31,86-508-8862,"Beahan, Rosenbaum and Ernser",US,QLD,,13,Trade Finance,2021-09-28,2025-07-08,EUR,46008744,22966140,20378261,Stage 1,TFD,C,C03,C03a,C,A01,Trade Finance03,External Refinance,AA above,B,Credit,ppp1,residential
891,2021-05-31,91-525-4041,Gulgowski-Morissette,AU,ACT,Ordnance And Accessories,21,Corporate Bond,2022-04-12,2025-05-21,PLN,35713488,48052881,17888730,Stage 2,PER,B,B06,B06d,B,B01,Corporate Bond05,Internal Refinance,No Rating,G,Credit,ppp3,
892,2021-05-31,36-285-0021,"Funk, Pouros and Morar",US,ACT,,01,Loan,2023-05-01,2025-06-22,NGN,27055416,17639483,9936396,Stage 2,MEL,C,C05,C05b,C,B01,Loan04,External Refinance,No Rating,F,Pledge,,office
